=== Regression Results ===
R² (Train): 0.0829
R² (Test): 0.0542
RMSE (Train): 5.0642
RMSE (Test): 5.1763

=== Feature Coefficients ===
                                    Feature  Coefficient  Abs_Coefficient
               onehot__route_variant_967-12    -0.041832         0.041832
                onehot__route_variant_23-23    -0.041848         0.041848
               onehot__route_variant_stj5-1    -0.041864         0.041864
                onehot__route_variant_987-3    -0.041872         0.041872
               onehot__route_variant_673-34    -0.041889         0.041889
               onehot__route_variant_730n-1    -0.041898         0.041898
               onehot__route_variant_s619-2    -0.041913         0.041913
              onehot__route_variant_806-245    -0.041938         0.041938
                 onehot__route_variant_1u-2    -0.041971         0.041971
               onehot__route_variant_38/7-8    -0.041992         0.041992
               onehot__route_variant_850-11    -0.042025         0.042025
                 onehot__route_variant_30-2    -0.042036         0.042036
              onehot__route_variant_2223-20    -0.042045         0.042045
                onehot__route_variant_874-5    -0.042046         0.042046
               onehot__route_variant_188-21    -0.042048         0.042048
               onehot__route_variant_890-24    -0.042054         0.042054
                onehot__route_variant_sj1-2    -0.042085         0.042085
               onehot__route_variant_440-95    -0.042139         0.042139
               onehot__route_variant_628-16    -0.042151         0.042151
               onehot__route_variant_689-42    -0.042154         0.042154
                onehot__route_variant_12a-2    -0.042170         0.042170
                onehot__route_variant_19c-1    -0.042178         0.042178
               onehot__route_variant_8108-2    -0.042200         0.042200
           onehot__route_variant_2597-40157    -0.042224         0.042224
                onehot__route_variant_579-1    -0.042270         0.042270
               onehot__route_variant_cch2-2    -0.042276         0.042276
                onehot__route_variant_693-4    -0.042324         0.042324
                onehot__route_variant_779-4    -0.042419         0.042419
               onehot__route_variant_572-11    -0.042436         0.042436
               onehot__route_variant_l78-15    -0.042457         0.042457
               onehot__route_variant_6211-3    -0.042472         0.042472
                     onehot__suburb_panania    -0.042536         0.042536
              onehot__route_variant_745-149    -0.042540         0.042540
              onehot__suburb_newcastle east    -0.042540         0.042540
                onehot__route_variant_285-8    -0.042547         0.042547
                onehot__route_variant_267-1    -0.042554         0.042554
               onehot__route_variant_962-52    -0.042577         0.042577
                onehot__route_variant_82-77    -0.042577         0.042577
                onehot__route_variant_587-1    -0.042580         0.042580
              onehot__route_variant_638-306    -0.042609         0.042609
              onehot__route_variant_183-102    -0.042626         0.042626
                onehot__route_variant_n90-4    -0.042630         0.042630
           onehot__route_variant_2053-20103    -0.042638         0.042638
                onehot__route_variant_916-4    -0.042647         0.042647
               onehot__route_variant_373-89    -0.042662         0.042662
               onehot__route_variant_6417-8    -0.042725         0.042725
                onehot__route_variant_63-81    -0.042728         0.042728
                onehot__route_variant_132-6    -0.042749         0.042749
               onehot__route_variant_1372-5    -0.042802         0.042802
                onehot__route_variant_973-1    -0.042844         0.042844
                onehot__route_variant_163-3    -0.042865         0.042865
              onehot__route_variant_817-301    -0.042867         0.042867
               onehot__route_variant_462-15    -0.042869         0.042869
              onehot__route_variant_675c-63    -0.042902         0.042902
               onehot__route_variant_520-84    -0.042906         0.042906
               onehot__route_variant_8032-6    -0.042953         0.042953
               onehot__route_variant_226-28    -0.042976         0.042976
              onehot__route_variant_2538-19    -0.042998         0.042998
               onehot__route_variant_412-30    -0.043052         0.043052
               onehot__route_variant_179-24    -0.043105         0.043105
               onehot__route_variant_n10-25    -0.043194         0.043194
           onehot__route_variant_6536-41089    -0.043230         0.043230
               onehot__route_variant_526-15    -0.043280         0.043280
               onehot__route_variant_5539-1    -0.043283         0.043283
              onehot__route_variant_t75-150    -0.043308         0.043308
               onehot__route_variant_m92-13    -0.043337         0.043337
